,Match_Winner,HT_buildUpPlaySpeed,HT_buildUpPlayDribbling,HT_buildUpPlayPassing,HT_chanceCreationPassing,HT_chanceCreationCrossing,HT_chanceCreationShooting,HT_defencePressure,HT_defenceAggression,HT_defenceTeamWidth,AT_buildUpPlaySpeed,AT_buildUpPlayDribbling,AT_buildUpPlayPassing,AT_chanceCreationPassing,AT_chanceCreationCrossing,AT_chanceCreationShooting,AT_defencePressure,AT_defenceAggression,AT_defenceTeamWidth
1867,0,63.0,46.0,48.0,39.0,54.0,55.0,31.0,47.0,37.0,76.0,69.0,64.0,64.0,72.0,53.0,39.0,34.0,52.0
1868,1,66.0,54.0,67.0,52.0,66.0,52.0,46.0,59.0,51.0,75.0,52.0,48.0,53.0,52.0,36.0,28.0,67.0,52.0
1869,0,58.0,58.0,67.0,38.0,23.0,77.0,29.0,57.0,32.0,63.0,46.0,48.0,39.0,54.0,55.0,31.0,47.0,37.0
1870,0,63.0,53.0,48.0,32.0,48.0,52.0,28.0,54.0,48.0,67.0,48.0,38.0,73.0,64.0,56.0,36.0,57.0,34.0
1871,1,49.0,69.0,54.0,68.0,63.0,69.0,59.0,53.0,54.0,57.0,71.0,60.0,66.0,57.0,63.0,54.0,47.0,36.0
1872,1,26.0,47.0,24.0,64.0,53.0,72.0,23.0,67.0,36.0,76.0,69.0,64.0,64.0,72.0,53.0,39.0,34.0,52.0
1873,1,64.0,52.0,68.0,66.0,53.0,49.0,23.0,47.0,53.0,75.0,52.0,48.0,53.0,52.0,36.0,28.0,67.0,52.0
1874,1,64.0,45.0,37.0,38.0,49.0,51.0,36.0,66.0,49.0,66.0,54.0,67.0,52.0,66.0,52.0,46.0,59.0,51.0
1875,0,48.0,70.0,52.0,66.0,36.0,75.0,58.0,57.0,49.0,26.0,47.0,24.0,64.0,53.0,72.0,23.0,67.0,36.0
1876,0,34.0,54.0,33.0,68.0,51.0,53.0,58.0,59.0,67.0,49.0,69.0,54.0,68.0,63.0,69.0,59.0,53.0,54.0
1877,0,57.0,71.0,60.0,66.0,57.0,63.0,54.0,47.0,36.0,48.0,71.0,33.0,69.0,62.0,45.0,54.0,66.0,46.0
1878,1,63.0,51.0,53.0,33.0,51.0,68.0,37.0,56.0,51.0,71.0,71.0,63.0,69.0,78.0,52.0,40.0,46.0,57.0
1879,0,49.0,69.0,54.0,68.0,63.0,69.0,59.0,53.0,54.0,64.0,45.0,37.0,38.0,49.0,51.0,36.0,66.0,49.0
1880,1,26.0,47.0,24.0,64.0,53.0,72.0,23.0,67.0,36.0,34.0,54.0,33.0,68.0,51.0,53.0,58.0,59.0,67.0
1881,1,66.0,54.0,67.0,52.0,66.0,52.0,46.0,59.0,51.0,64.0,52.0,68.0,66.0,53.0,49.0,23.0,47.0,53.0
1882,1,48.0,71.0,33.0,69.0,62.0,45.0,54.0,66.0,46.0,63.0,46.0,48.0,39.0,54.0,55.0,31.0,47.0,37.0
1883,1,71.0,71.0,63.0,69.0,78.0,52.0,40.0,46.0,57.0,48.0,70.0,52.0,66.0,36.0,75.0,58.0,57.0,49.0
1884,1,72.0,74.0,34.0,76.0,66.0,73.0,61.0,59.0,39.0,67.0,48.0,38.0,73.0,64.0,56.0,36.0,57.0,34.0
1885,1,58.0,58.0,67.0,38.0,23.0,77.0,29.0,57.0,32.0,63.0,53.0,48.0,32.0,48.0,52.0,28.0,54.0,48.0
1886,1,57.0,71.0,60.0,66.0,57.0,63.0,54.0,47.0,36.0,75.0,52.0,48.0,53.0,52.0,36.0,28.0,67.0,52.0
1887,1,34.0,54.0,33.0,68.0,51.0,53.0,58.0,59.0,67.0,66.0,54.0,67.0,52.0,66.0,52.0,46.0,59.0,51.0
1888,0,63.0,46.0,48.0,39.0,54.0,55.0,31.0,47.0,37.0,67.0,48.0,67.0,68.0,69.0,66.0,23.0,57.0,34.0
1889,0,64.0,52.0,68.0,66.0,53.0,49.0,23.0,47.0,53.0,26.0,47.0,24.0,64.0,53.0,72.0,23.0,67.0,36.0
1890,0,63.0,51.0,53.0,33.0,51.0,68.0,37.0,56.0,51.0,49.0,69.0,54.0,68.0,63.0,69.0,59.0,53.0,54.0
1891,0,76.0,69.0,64.0,64.0,72.0,53.0,39.0,34.0,52.0,72.0,74.0,34.0,76.0,66.0,73.0,61.0,59.0,39.0
1892,0,48.0,70.0,52.0,66.0,36.0,75.0,58.0,57.0,49.0,48.0,71.0,33.0,69.0,62.0,45.0,54.0,66.0,46.0
1893,1,67.0,48.0,38.0,73.0,64.0,56.0,36.0,57.0,34.0,71.0,71.0,63.0,69.0,78.0,52.0,40.0,46.0,57.0
1894,0,67.0,48.0,67.0,68.0,69.0,66.0,23.0,57.0,34.0,64.0,45.0,37.0,38.0,49.0,51.0,36.0,66.0,49.0
1895,1,63.0,53.0,48.0,32.0,48.0,52.0,28.0,54.0,48.0,63.0,51.0,53.0,33.0,51.0,68.0,37.0,56.0,51.0
1896,0,72.0,74.0,34.0,76.0,66.0,73.0,61.0,59.0,39.0,34.0,54.0,33.0,68.0,51.0,53.0,58.0,59.0,67.0
1897,1,36.0,56.0,38.0,49.0,52.0,62.0,54.0,57.0,64.0,63.0,46.0,48.0,39.0,54.0,55.0,31.0,47.0,37.0
1898,0,75.0,52.0,48.0,53.0,52.0,36.0,28.0,67.0,52.0,26.0,47.0,24.0,64.0,53.0,72.0,23.0,67.0,36.0
1899,1,76.0,69.0,64.0,64.0,72.0,53.0,39.0,34.0,52.0,58.0,58.0,67.0,38.0,23.0,77.0,29.0,57.0,32.0
1900,0,66.0,54.0,67.0,52.0,66.0,52.0,46.0,59.0,51.0,67.0,48.0,38.0,73.0,64.0,56.0,36.0,57.0,34.0
1901,1,71.0,71.0,63.0,69.0,78.0,52.0,40.0,46.0,57.0,57.0,71.0,60.0,66.0,57.0,63.0,54.0,47.0,36.0
1902,1,66.0,54.0,67.0,52.0,66.0,52.0,46.0,59.0,51.0,63.0,53.0,48.0,32.0,48.0,52.0,28.0,54.0,48.0
1903,1,63.0,51.0,53.0,33.0,51.0,68.0,37.0,56.0,51.0,63.0,46.0,48.0,39.0,54.0,55.0,31.0,47.0,37.0
1904,1,64.0,52.0,68.0,66.0,53.0,49.0,23.0,47.0,53.0,49.0,69.0,54.0,68.0,63.0,69.0,59.0,53.0,54.0
1905,1,64.0,45.0,37.0,38.0,49.0,51.0,36.0,66.0,49.0,58.0,58.0,67.0,38.0,23.0,77.0,29.0,57.0,32.0
1906,0,34.0,54.0,33.0,68.0,51.0,53.0,58.0,59.0,67.0,48.0,70.0,52.0,66.0,36.0,75.0,58.0,57.0,49.0
1907,0,75.0,52.0,48.0,53.0,52.0,36.0,28.0,67.0,52.0,72.0,74.0,34.0,76.0,66.0,73.0,61.0,59.0,39.0
1908,1,26.0,47.0,24.0,64.0,53.0,72.0,23.0,67.0,36.0,48.0,71.0,33.0,69.0,62.0,45.0,54.0,66.0,46.0
1909,0,57.0,71.0,60.0,66.0,57.0,63.0,54.0,47.0,36.0,36.0,56.0,38.0,49.0,52.0,62.0,54.0,57.0,64.0
1910,1,67.0,48.0,38.0,73.0,64.0,56.0,36.0,57.0,34.0,76.0,69.0,64.0,64.0,72.0,53.0,39.0,34.0,52.0
1911,0,63.0,53.0,48.0,32.0,48.0,52.0,28.0,54.0,48.0,64.0,45.0,37.0,38.0,49.0,51.0,36.0,66.0,49.0
1912,1,76.0,69.0,64.0,64.0,72.0,53.0,39.0,34.0,52.0,63.0,51.0,53.0,33.0,51.0,68.0,37.0,56.0,51.0
1913,1,71.0,71.0,63.0,69.0,78.0,52.0,40.0,46.0,57.0,75.0,52.0,48.0,53.0,52.0,36.0,28.0,67.0,52.0
1914,1,48.0,70.0,52.0,66.0,36.0,75.0,58.0,57.0,49.0,66.0,54.0,67.0,52.0,66.0,52.0,46.0,59.0,51.0
1915,1,63.0,46.0,48.0,39.0,54.0,55.0,31.0,47.0,37.0,64.0,52.0,68.0,66.0,53.0,49.0,23.0,47.0,53.0
1916,1,72.0,74.0,34.0,76.0,66.0,73.0,61.0,59.0,39.0,26.0,47.0,24.0,64.0,53.0,72.0,23.0,67.0,36.0
1917,1,49.0,69.0,54.0,68.0,63.0,69.0,59.0,53.0,54.0,48.0,71.0,33.0,69.0,62.0,45.0,54.0,66.0,46.0
1918,0,57.0,71.0,60.0,66.0,57.0,63.0,54.0,47.0,36.0,67.0,48.0,38.0,73.0,64.0,56.0,36.0,57.0,34.0
1919,0,66.0,54.0,67.0,52.0,66.0,52.0,46.0,59.0,51.0,63.0,46.0,48.0,39.0,54.0,55.0,31.0,47.0,37.0
1920,1,26.0,47.0,24.0,64.0,53.0,72.0,23.0,67.0,36.0,58.0,58.0,67.0,38.0,23.0,77.0,29.0,57.0,32.0
1921,0,64.0,52.0,68.0,66.0,53.0,49.0,23.0,47.0,53.0,48.0,70.0,52.0,66.0,36.0,75.0,58.0,57.0,49.0
1922,1,48.0,71.0,33.0,69.0,62.0,45.0,54.0,66.0,46.0,72.0,74.0,34.0,76.0,66.0,73.0,61.0,59.0,39.0
1923,0,63.0,51.0,53.0,33.0,51.0,68.0,37.0,56.0,51.0,67.0,48.0,38.0,73.0,64.0,56.0,36.0,57.0,34.0
1924,0,64.0,45.0,37.0,38.0,49.0,51.0,36.0,66.0,49.0,57.0,71.0,60.0,66.0,57.0,63.0,54.0,47.0,36.0
1925,0,75.0,52.0,48.0,53.0,52.0,36.0,28.0,67.0,52.0,76.0,69.0,64.0,64.0,72.0,53.0,39.0,34.0,52.0
1926,1,34.0,54.0,33.0,68.0,51.0,53.0,58.0,59.0,67.0,71.0,71.0,63.0,69.0,78.0,52.0,40.0,46.0,57.0
1927,1,67.0,48.0,38.0,73.0,64.0,56.0,36.0,57.0,34.0,64.0,45.0,37.0,38.0,49.0,51.0,36.0,66.0,49.0
1928,1,48.0,70.0,52.0,66.0,36.0,75.0,58.0,57.0,49.0,75.0,52.0,48.0,53.0,52.0,36.0,28.0,67.0,52.0
1929,0,58.0,58.0,67.0,38.0,23.0,77.0,29.0,57.0,32.0,66.0,54.0,67.0,52.0,66.0,52.0,46.0,59.0,51.0
1930,0,63.0,46.0,48.0,39.0,54.0,55.0,31.0,47.0,37.0,34.0,54.0,33.0,68.0,51.0,53.0,58.0,59.0,67.0
1931,0,71.0,71.0,63.0,69.0,78.0,52.0,40.0,46.0,57.0,26.0,47.0,24.0,64.0,53.0,72.0,23.0,67.0,36.0
1932,1,72.0,74.0,34.0,76.0,66.0,73.0,61.0,59.0,39.0,49.0,69.0,54.0,68.0,63.0,69.0,59.0,53.0,54.0
1933,1,26.0,47.0,24.0,64.0,53.0,72.0,23.0,67.0,36.0,63.0,53.0,48.0,32.0,48.0,52.0,28.0,54.0,48.0
1934,0,64.0,52.0,68.0,66.0,53.0,49.0,23.0,47.0,53.0,63.0,51.0,53.0,33.0,51.0,68.0,37.0,56.0,51.0
1935,0,64.0,45.0,37.0,38.0,49.0,51.0,36.0,66.0,49.0,63.0,46.0,48.0,39.0,54.0,55.0,31.0,47.0,37.0
1936,0,48.0,71.0,33.0,69.0,62.0,45.0,54.0,66.0,46.0,67.0,48.0,67.0,68.0,69.0,66.0,23.0,57.0,34.0
1937,1,48.0,70.0,52.0,66.0,36.0,75.0,58.0,57.0,49.0,58.0,58.0,67.0,38.0,23.0,77.0,29.0,57.0,32.0
1938,0,34.0,54.0,33.0,68.0,51.0,53.0,58.0,59.0,67.0,67.0,48.0,38.0,73.0,64.0,56.0,36.0,57.0,34.0
1939,1,75.0,52.0,48.0,53.0,52.0,36.0,28.0,67.0,52.0,36.0,56.0,38.0,49.0,52.0,62.0,54.0,57.0,64.0
1940,0,66.0,54.0,67.0,52.0,66.0,52.0,46.0,59.0,51.0,57.0,71.0,60.0,66.0,57.0,63.0,54.0,47.0,36.0
1941,1,63.0,46.0,48.0,39.0,54.0,55.0,31.0,47.0,37.0,75.0,52.0,48.0,53.0,52.0,36.0,28.0,67.0,52.0
1942,0,63.0,53.0,48.0,32.0,48.0,52.0,28.0,54.0,48.0,34.0,54.0,33.0,68.0,51.0,53.0,58.0,59.0,67.0
1943,0,57.0,71.0,60.0,66.0,57.0,63.0,54.0,47.0,36.0,26.0,47.0,24.0,64.0,53.0,72.0,23.0,67.0,36.0
1944,0,58.0,58.0,67.0,38.0,23.0,77.0,29.0,57.0,32.0,49.0,69.0,54.0,68.0,63.0,69.0,59.0,53.0,54.0
1945,1,67.0,48.0,38.0,73.0,64.0,56.0,36.0,57.0,34.0,48.0,70.0,52.0,66.0,36.0,75.0,58.0,57.0,49.0
1946,1,63.0,51.0,53.0,33.0,51.0,68.0,37.0,56.0,51.0,48.0,71.0,33.0,69.0,62.0,45.0,54.0,66.0,46.0
1947,1,76.0,69.0,64.0,64.0,72.0,53.0,39.0,34.0,52.0,71.0,71.0,63.0,69.0,78.0,52.0,40.0,46.0,57.0
1948,1,26.0,47.0,24.0,64.0,53.0,72.0,23.0,67.0,36.0,64.0,45.0,37.0,38.0,49.0,51.0,36.0,66.0,49.0
1949,1,72.0,74.0,34.0,76.0,66.0,73.0,61.0,59.0,39.0,63.0,51.0,53.0,33.0,51.0,68.0,37.0,56.0,51.0
1950,1,48.0,70.0,52.0,66.0,36.0,75.0,58.0,57.0,49.0,67.0,48.0,67.0,68.0,69.0,66.0,23.0,57.0,34.0
1951,1,71.0,71.0,63.0,69.0,78.0,52.0,40.0,46.0,57.0,58.0,58.0,67.0,38.0,23.0,77.0,29.0,57.0,32.0
1952,1,75.0,52.0,48.0,53.0,52.0,36.0,28.0,67.0,52.0,67.0,48.0,38.0,73.0,64.0,56.0,36.0,57.0,34.0
1953,0,34.0,54.0,33.0,68.0,51.0,53.0,58.0,59.0,67.0,57.0,71.0,60.0,66.0,57.0,63.0,54.0,47.0,36.0
1954,0,66.0,54.0,67.0,52.0,66.0,52.0,46.0,59.0,51.0,76.0,69.0,64.0,64.0,72.0,53.0,39.0,34.0,52.0
1955,0,63.0,53.0,48.0,32.0,48.0,52.0,28.0,54.0,48.0,75.0,52.0,48.0,53.0,52.0,36.0,28.0,67.0,52.0
1956,0,63.0,51.0,53.0,33.0,51.0,68.0,37.0,56.0,51.0,66.0,54.0,67.0,52.0,66.0,52.0,46.0,59.0,51.0
1957,0,58.0,58.0,67.0,38.0,23.0,77.0,29.0,57.0,32.0,34.0,54.0,33.0,68.0,51.0,53.0,58.0,59.0,67.0
1958,1,57.0,71.0,60.0,66.0,57.0,63.0,54.0,47.0,36.0,64.0,52.0,68.0,66.0,53.0,49.0,23.0,47.0,53.0
1959,0,67.0,48.0,38.0,73.0,64.0,56.0,36.0,57.0,34.0,26.0,47.0,24.0,64.0,53.0,72.0,23.0,67.0,36.0
1960,1,67.0,48.0,67.0,68.0,69.0,66.0,23.0,57.0,34.0,49.0,69.0,54.0,68.0,63.0,69.0,59.0,53.0,54.0
1961,1,64.0,45.0,37.0,38.0,49.0,51.0,36.0,66.0,49.0,48.0,70.0,52.0,66.0,36.0,75.0,58.0,57.0,49.0
1962,1,75.0,52.0,48.0,53.0,52.0,36.0,28.0,67.0,52.0,64.0,45.0,37.0,38.0,49.0,51.0,36.0,66.0,49.0
1963,1,49.0,69.0,54.0,68.0,63.0,69.0,59.0,53.0,54.0,63.0,53.0,48.0,32.0,48.0,52.0,28.0,54.0,48.0
1964,1,26.0,47.0,24.0,64.0,53.0,72.0,23.0,67.0,36.0,63.0,51.0,53.0,33.0,51.0,68.0,37.0,56.0,51.0
1965,1,72.0,74.0,34.0,76.0,66.0,73.0,61.0,59.0,39.0,63.0,46.0,48.0,39.0,54.0,55.0,31.0,47.0,37.0
1966,1,66.0,54.0,67.0,52.0,66.0,52.0,46.0,59.0,51.0,67.0,48.0,67.0,68.0,69.0,66.0,23.0,57.0,34.0
1967,1,48.0,71.0,33.0,69.0,62.0,45.0,54.0,66.0,46.0,58.0,58.0,67.0,38.0,23.0,77.0,29.0,57.0,32.0
1968,1,64.0,52.0,68.0,66.0,53.0,49.0,23.0,47.0,53.0,67.0,48.0,38.0,73.0,64.0,56.0,36.0,57.0,34.0
1969,1,48.0,70.0,52.0,66.0,36.0,75.0,58.0,57.0,49.0,57.0,71.0,60.0,66.0,57.0,63.0,54.0,47.0,36.0
1970,0,66.0,54.0,67.0,52.0,66.0,52.0,46.0,59.0,51.0,26.0,47.0,24.0,64.0,53.0,72.0,23.0,67.0,36.0
1971,0,64.0,52.0,68.0,66.0,53.0,49.0,23.0,47.0,53.0,72.0,74.0,34.0,76.0,66.0,73.0,61.0,59.0,39.0
1972,1,48.0,70.0,52.0,66.0,36.0,75.0,58.0,57.0,49.0,49.0,69.0,54.0,68.0,63.0,69.0,59.0,53.0,54.0
1973,1,67.0,48.0,38.0,73.0,64.0,56.0,36.0,57.0,34.0,34.0,54.0,33.0,68.0,51.0,53.0,58.0,59.0,67.0
1974,1,71.0,71.0,63.0,69.0,78.0,52.0,40.0,46.0,57.0,63.0,43.0,39.0,66.0,67.0,51.0,53.0,57.0,54.0
1975,0,63.0,43.0,39.0,66.0,67.0,51.0,53.0,57.0,54.0,26.0,47.0,24.0,64.0,53.0,72.0,23.0,67.0,36.0
1976,1,49.0,69.0,54.0,68.0,63.0,69.0,59.0,53.0,54.0,63.0,51.0,53.0,33.0,51.0,68.0,37.0,56.0,51.0
1977,0,48.0,70.0,52.0,66.0,36.0,75.0,58.0,57.0,49.0,66.0,55.0,37.0,56.0,34.0,63.0,43.0,42.0,48.0
1978,1,72.0,74.0,34.0,76.0,66.0,73.0,61.0,59.0,39.0,67.0,48.0,38.0,73.0,64.0,56.0,36.0,57.0,34.0
1979,1,48.0,71.0,33.0,69.0,62.0,45.0,54.0,66.0,46.0,67.0,48.0,67.0,68.0,69.0,66.0,23.0,57.0,34.0
1980,1,36.0,56.0,38.0,49.0,52.0,62.0,54.0,57.0,64.0,34.0,54.0,33.0,68.0,51.0,53.0,58.0,59.0,67.0
1981,0,71.0,71.0,63.0,69.0,78.0,52.0,40.0,46.0,57.0,64.0,52.0,68.0,66.0,53.0,49.0,23.0,47.0,53.0
1982,1,66.0,54.0,67.0,52.0,66.0,52.0,46.0,59.0,51.0,73.0,29.0,41.0,53.0,44.0,73.0,39.0,49.0,57.0
1983,1,63.0,43.0,39.0,66.0,67.0,51.0,53.0,57.0,54.0,49.0,69.0,54.0,68.0,63.0,69.0,59.0,53.0,54.0
1984,0,34.0,54.0,33.0,68.0,51.0,53.0,58.0,59.0,67.0,72.0,74.0,34.0,76.0,66.0,73.0,61.0,59.0,39.0
1985,1,26.0,47.0,24.0,64.0,53.0,72.0,23.0,67.0,36.0,48.0,71.0,33.0,69.0,62.0,45.0,54.0,66.0,46.0
1986,1,67.0,48.0,38.0,73.0,64.0,56.0,36.0,57.0,34.0,76.0,69.0,64.0,64.0,72.0,53.0,39.0,34.0,52.0
1987,0,64.0,45.0,37.0,38.0,49.0,51.0,36.0,66.0,49.0,67.0,48.0,38.0,73.0,64.0,56.0,36.0,57.0,34.0
1988,0,63.0,46.0,48.0,39.0,54.0,55.0,31.0,47.0,37.0,34.0,54.0,33.0,68.0,51.0,53.0,58.0,59.0,67.0
1989,0,49.0,69.0,54.0,68.0,63.0,69.0,59.0,53.0,54.0,26.0,47.0,24.0,64.0,53.0,72.0,23.0,67.0,36.0
1990,0,48.0,71.0,33.0,69.0,62.0,45.0,54.0,66.0,46.0,63.0,43.0,39.0,66.0,67.0,51.0,53.0,57.0,54.0
1991,0,76.0,69.0,64.0,64.0,72.0,53.0,39.0,34.0,52.0,57.0,71.0,60.0,66.0,57.0,63.0,54.0,47.0,36.0
1992,0,63.0,51.0,53.0,33.0,51.0,68.0,37.0,56.0,51.0,34.0,54.0,33.0,68.0,51.0,53.0,58.0,59.0,67.0
1993,0,73.0,29.0,41.0,53.0,44.0,73.0,39.0,49.0,57.0,64.0,52.0,68.0,66.0,53.0,49.0,23.0,47.0,53.0
1994,1,26.0,47.0,24.0,64.0,53.0,72.0,23.0,67.0,36.0,76.0,69.0,64.0,64.0,72.0,53.0,39.0,34.0,52.0
1995,1,48.0,70.0,52.0,66.0,36.0,75.0,58.0,57.0,49.0,71.0,71.0,63.0,69.0,78.0,52.0,40.0,46.0,57.0
1996,1,66.0,55.0,37.0,56.0,34.0,63.0,43.0,42.0,48.0,48.0,71.0,33.0,69.0,62.0,45.0,54.0,66.0,46.0
1997,1,67.0,48.0,38.0,73.0,64.0,56.0,36.0,57.0,34.0,67.0,48.0,67.0,68.0,69.0,66.0,23.0,57.0,34.0
1998,1,57.0,71.0,60.0,66.0,57.0,63.0,54.0,47.0,36.0,63.0,46.0,48.0,39.0,54.0,55.0,31.0,47.0,37.0
1999,1,64.0,45.0,37.0,38.0,49.0,51.0,36.0,66.0,49.0,73.0,29.0,41.0,53.0,44.0,73.0,39.0,49.0,57.0
2000,0,63.0,51.0,53.0,33.0,51.0,68.0,37.0,56.0,51.0,66.0,54.0,67.0,52.0,66.0,52.0,46.0,59.0,51.0
2001,1,64.0,52.0,68.0,66.0,53.0,49.0,23.0,47.0,53.0,48.0,70.0,52.0,66.0,36.0,75.0,58.0,57.0,49.0
2002,0,67.0,48.0,67.0,68.0,69.0,66.0,23.0,57.0,34.0,71.0,71.0,63.0,69.0,78.0,52.0,40.0,46.0,57.0
2003,0,48.0,71.0,33.0,69.0,62.0,45.0,54.0,66.0,46.0,49.0,69.0,54.0,68.0,63.0,69.0,59.0,53.0,54.0
2004,0,73.0,29.0,41.0,53.0,44.0,73.0,39.0,49.0,57.0,34.0,54.0,33.0,68.0,51.0,53.0,58.0,59.0,67.0
2005,0,66.0,54.0,67.0,52.0,66.0,52.0,46.0,59.0,51.0,67.0,48.0,67.0,68.0,69.0,66.0,23.0,57.0,34.0
2006,0,64.0,52.0,68.0,66.0,53.0,49.0,23.0,47.0,53.0,67.0,48.0,38.0,73.0,64.0,56.0,36.0,57.0,34.0
2007,1,49.0,69.0,54.0,68.0,63.0,69.0,59.0,53.0,54.0,64.0,45.0,37.0,38.0,49.0,51.0,36.0,66.0,49.0
2008,1,48.0,70.0,52.0,66.0,36.0,75.0,58.0,57.0,49.0,72.0,74.0,34.0,76.0,66.0,73.0,61.0,59.0,39.0
2009,1,66.0,55.0,37.0,56.0,34.0,63.0,43.0,42.0,48.0,57.0,71.0,60.0,66.0,57.0,63.0,54.0,47.0,36.0
2010,0,71.0,71.0,63.0,69.0,78.0,52.0,40.0,46.0,57.0,63.0,46.0,48.0,39.0,54.0,55.0,31.0,47.0,37.0
2011,0,63.0,51.0,53.0,33.0,51.0,68.0,37.0,56.0,51.0,26.0,47.0,24.0,64.0,53.0,72.0,23.0,67.0,36.0
2012,0,63.0,46.0,48.0,39.0,54.0,55.0,31.0,47.0,37.0,66.0,54.0,67.0,52.0,66.0,52.0,46.0,59.0,51.0
2013,1,72.0,74.0,34.0,76.0,66.0,73.0,61.0,59.0,39.0,48.0,71.0,33.0,69.0,62.0,45.0,54.0,66.0,46.0
2014,1,76.0,69.0,64.0,64.0,72.0,53.0,39.0,34.0,52.0,64.0,52.0,68.0,66.0,53.0,49.0,23.0,47.0,53.0
2015,0,66.0,31.0,41.0,53.0,44.0,66.0,39.0,49.0,57.0,53.0,70.0,37.0,68.0,54.0,67.0,47.0,57.0,53.0
2016,0,48.0,70.0,52.0,66.0,36.0,69.0,58.0,57.0,49.0,57.0,65.0,60.0,56.0,57.0,56.0,38.0,47.0,53.0
2017,1,66.0,66.0,36.0,60.0,34.0,64.0,44.0,58.0,50.0,67.0,32.0,35.0,69.0,58.0,69.0,65.0,65.0,57.0
2018,1,48.0,66.0,33.0,69.0,62.0,45.0,43.0,43.0,46.0,34.0,54.0,33.0,68.0,51.0,53.0,58.0,59.0,61.0
2019,0,68.0,54.0,63.0,69.0,68.0,52.0,40.0,57.0,57.0,68.0,27.0,47.0,71.0,54.0,66.0,36.0,57.0,48.0
2020,1,34.0,54.0,33.0,68.0,51.0,53.0,58.0,59.0,61.0,66.0,66.0,36.0,60.0,34.0,64.0,44.0,58.0,50.0
2021,1,57.0,29.0,38.0,39.0,54.0,55.0,47.0,59.0,52.0,48.0,66.0,33.0,69.0,62.0,45.0,43.0,43.0,46.0
2022,1,58.0,69.0,54.0,56.0,60.0,53.0,47.0,49.0,63.0,64.0,52.0,68.0,66.0,45.0,23.0,27.0,47.0,53.0
2023,0,53.0,70.0,37.0,68.0,54.0,67.0,47.0,57.0,53.0,50.0,35.0,20.0,65.0,50.0,80.0,35.0,65.0,35.0
2024,0,66.0,31.0,41.0,53.0,44.0,66.0,39.0,49.0,57.0,69.0,69.0,36.0,37.0,69.0,53.0,39.0,46.0,52.0
2025,0,66.0,54.0,67.0,52.0,66.0,52.0,46.0,59.0,51.0,34.0,54.0,33.0,68.0,51.0,53.0,58.0,59.0,61.0
2026,1,50.0,35.0,20.0,65.0,50.0,80.0,35.0,65.0,35.0,57.0,29.0,38.0,39.0,54.0,55.0,47.0,59.0,52.0
2027,0,68.0,65.0,55.0,68.0,80.0,72.0,59.0,66.0,65.0,53.0,70.0,37.0,68.0,54.0,67.0,47.0,57.0,53.0
2028,0,48.0,70.0,52.0,66.0,36.0,69.0,58.0,57.0,49.0,64.0,45.0,37.0,38.0,49.0,51.0,36.0,63.0,49.0
2029,0,63.0,51.0,53.0,33.0,51.0,68.0,37.0,56.0,51.0,64.0,45.0,37.0,38.0,49.0,51.0,36.0,66.0,49.0
2030,0,63.0,43.0,39.0,66.0,67.0,51.0,53.0,57.0,54.0,67.0,48.0,38.0,73.0,64.0,56.0,36.0,57.0,34.0
2031,1,63.0,46.0,48.0,39.0,54.0,55.0,31.0,47.0,37.0,66.0,55.0,37.0,56.0,34.0,63.0,43.0,42.0,48.0
2032,1,67.0,48.0,67.0,68.0,69.0,66.0,23.0,57.0,34.0,57.0,71.0,60.0,66.0,57.0,63.0,54.0,47.0,36.0
2033,1,26.0,47.0,24.0,64.0,53.0,72.0,23.0,67.0,36.0,71.0,71.0,63.0,69.0,78.0,52.0,40.0,46.0,57.0
2034,0,72.0,74.0,34.0,76.0,66.0,73.0,61.0,59.0,39.0,66.0,54.0,67.0,52.0,66.0,52.0,46.0,59.0,51.0
2035,0,48.0,71.0,33.0,69.0,62.0,45.0,54.0,66.0,46.0,48.0,70.0,52.0,66.0,36.0,75.0,58.0,57.0,49.0
2036,1,57.0,29.0,38.0,39.0,54.0,55.0,47.0,59.0,52.0,64.0,45.0,37.0,38.0,49.0,51.0,36.0,63.0,49.0
2037,0,48.0,66.0,33.0,69.0,62.0,45.0,43.0,43.0,46.0,66.0,31.0,41.0,53.0,44.0,66.0,39.0,49.0,57.0
2038,1,50.0,35.0,20.0,65.0,50.0,80.0,35.0,65.0,35.0,66.0,54.0,67.0,52.0,66.0,52.0,46.0,59.0,51.0
2039,1,53.0,70.0,37.0,68.0,54.0,67.0,47.0,57.0,53.0,64.0,52.0,68.0,66.0,45.0,23.0,27.0,47.0,53.0
2040,1,68.0,65.0,55.0,68.0,80.0,72.0,59.0,66.0,65.0,48.0,70.0,52.0,66.0,36.0,69.0,58.0,57.0,49.0
2041,1,67.0,32.0,35.0,69.0,58.0,69.0,65.0,65.0,57.0,57.0,65.0,60.0,56.0,57.0,56.0,38.0,47.0,53.0
2042,0,58.0,69.0,54.0,56.0,60.0,53.0,47.0,49.0,63.0,69.0,69.0,36.0,37.0,69.0,53.0,39.0,46.0,52.0
2043,0,66.0,43.0,36.0,59.0,64.0,63.0,46.0,66.0,48.0,68.0,54.0,63.0,69.0,68.0,52.0,40.0,57.0,57.0
2044,1,64.0,45.0,37.0,38.0,49.0,51.0,36.0,63.0,49.0,67.0,32.0,35.0,69.0,58.0,69.0,65.0,65.0,57.0
