,Match_Winner,HT_buildUpPlaySpeed,HT_buildUpPlayDribbling,HT_buildUpPlayPassing,HT_chanceCreationPassing,HT_chanceCreationCrossing,HT_chanceCreationShooting,HT_defencePressure,HT_defenceAggression,HT_defenceTeamWidth,AT_buildUpPlaySpeed,AT_buildUpPlayDribbling,AT_buildUpPlayPassing,AT_chanceCreationPassing,AT_chanceCreationCrossing,AT_chanceCreationShooting,AT_defencePressure,AT_defenceAggression,AT_defenceTeamWidth
0,1,38.0,45.0,39.0,29.0,30.0,39.0,25.0,37.0,35.0,69.0,44.0,58.0,56.0,52.0,61.0,38.0,49.0,65.0
1,0,50.0,55.0,37.0,28.0,66.0,34.0,55.0,59.0,52.0,52.0,49.0,54.0,45.0,42.0,53.0,42.0,47.0,44.0
2,1,69.0,44.0,58.0,56.0,52.0,61.0,38.0,49.0,65.0,50.0,55.0,37.0,28.0,66.0,34.0,55.0,59.0,52.0
3,1,50.0,55.0,37.0,28.0,66.0,34.0,55.0,59.0,52.0,38.0,45.0,39.0,29.0,30.0,39.0,25.0,37.0,35.0
4,1,52.0,49.0,54.0,45.0,42.0,53.0,42.0,47.0,44.0,69.0,44.0,58.0,56.0,52.0,61.0,38.0,49.0,65.0
5,0,38.0,45.0,39.0,29.0,30.0,39.0,25.0,37.0,35.0,50.0,55.0,37.0,28.0,66.0,34.0,55.0,59.0,52.0
6,0,69.0,44.0,58.0,56.0,52.0,61.0,38.0,49.0,65.0,52.0,49.0,54.0,45.0,42.0,53.0,42.0,47.0,44.0
7,0,38.0,45.0,39.0,29.0,30.0,39.0,25.0,37.0,35.0,52.0,49.0,54.0,45.0,42.0,53.0,42.0,47.0,44.0
8,1,50.0,55.0,37.0,28.0,66.0,34.0,55.0,59.0,52.0,69.0,44.0,58.0,56.0,52.0,61.0,38.0,49.0,65.0
9,1,54.0,45.0,62.0,55.0,58.0,60.0,45.0,54.0,52.0,60.0,47.0,53.0,48.0,50.0,48.0,42.0,48.0,49.0
10,0,38.0,45.0,39.0,29.0,30.0,39.0,25.0,37.0,35.0,42.0,52.0,45.0,42.0,57.0,47.0,51.0,50.0,57.0
11,1,69.0,44.0,58.0,56.0,52.0,61.0,38.0,49.0,65.0,52.0,49.0,54.0,45.0,42.0,53.0,42.0,47.0,44.0
12,1,52.0,42.0,40.0,47.0,53.0,50.0,42.0,51.0,52.0,58.0,52.0,38.0,67.0,48.0,56.0,47.0,45.0,55.0
13,1,54.0,42.0,51.0,47.0,52.0,32.0,44.0,58.0,37.0,42.0,40.0,47.0,37.0,67.0,30.0,46.0,45.0,52.0
14,1,42.0,52.0,45.0,42.0,57.0,47.0,51.0,50.0,57.0,54.0,45.0,62.0,55.0,58.0,60.0,45.0,54.0,52.0
15,0,60.0,47.0,53.0,48.0,50.0,48.0,42.0,48.0,49.0,42.0,40.0,47.0,37.0,67.0,30.0,46.0,45.0,52.0
16,1,62.0,45.0,52.0,42.0,50.0,62.0,45.0,52.0,52.0,52.0,49.0,54.0,45.0,42.0,53.0,42.0,47.0,44.0
17,1,69.0,44.0,58.0,56.0,52.0,61.0,38.0,49.0,65.0,54.0,42.0,51.0,47.0,52.0,32.0,44.0,58.0,37.0
18,1,38.0,45.0,39.0,29.0,30.0,39.0,25.0,37.0,35.0,53.0,49.0,43.0,52.0,58.0,42.0,59.0,47.0,62.0
19,0,54.0,45.0,62.0,55.0,58.0,60.0,45.0,54.0,52.0,54.0,42.0,51.0,47.0,52.0,32.0,44.0,58.0,37.0
20,0,62.0,45.0,52.0,42.0,50.0,62.0,45.0,52.0,52.0,42.0,52.0,45.0,42.0,57.0,47.0,51.0,50.0,57.0
21,1,42.0,40.0,47.0,37.0,67.0,30.0,46.0,45.0,52.0,38.0,45.0,39.0,29.0,30.0,39.0,25.0,37.0,35.0
22,0,53.0,49.0,43.0,52.0,58.0,42.0,59.0,47.0,62.0,69.0,44.0,58.0,56.0,52.0,61.0,38.0,49.0,65.0
23,0,52.0,46.0,51.0,60.0,53.0,47.0,60.0,50.0,65.0,54.0,45.0,62.0,55.0,58.0,60.0,45.0,54.0,52.0
24,1,60.0,47.0,53.0,48.0,50.0,48.0,42.0,48.0,49.0,52.0,49.0,54.0,45.0,42.0,53.0,42.0,47.0,44.0
25,0,54.0,42.0,51.0,47.0,52.0,32.0,44.0,58.0,37.0,53.0,49.0,43.0,52.0,58.0,42.0,59.0,47.0,62.0
26,0,69.0,44.0,58.0,56.0,52.0,61.0,38.0,49.0,65.0,52.0,42.0,40.0,47.0,53.0,50.0,42.0,51.0,52.0
27,0,38.0,45.0,39.0,29.0,30.0,39.0,25.0,37.0,35.0,58.0,52.0,38.0,67.0,48.0,56.0,47.0,45.0,55.0
28,1,58.0,52.0,38.0,67.0,48.0,56.0,47.0,45.0,55.0,69.0,44.0,58.0,56.0,52.0,61.0,38.0,49.0,65.0
29,1,50.0,55.0,37.0,28.0,66.0,34.0,55.0,59.0,52.0,38.0,45.0,39.0,29.0,30.0,39.0,25.0,37.0,35.0
30,0,42.0,40.0,47.0,37.0,67.0,30.0,46.0,45.0,52.0,52.0,46.0,51.0,60.0,53.0,47.0,60.0,50.0,65.0
31,0,53.0,49.0,43.0,52.0,58.0,42.0,59.0,47.0,62.0,54.0,45.0,62.0,55.0,58.0,60.0,45.0,54.0,52.0
32,1,54.0,45.0,62.0,55.0,58.0,60.0,45.0,54.0,52.0,52.0,42.0,40.0,47.0,53.0,50.0,42.0,51.0,52.0
33,1,54.0,42.0,51.0,47.0,52.0,32.0,44.0,58.0,37.0,58.0,52.0,38.0,67.0,48.0,56.0,47.0,45.0,55.0
34,0,69.0,44.0,58.0,56.0,52.0,61.0,38.0,49.0,65.0,50.0,55.0,37.0,28.0,66.0,34.0,55.0,59.0,52.0
35,1,38.0,45.0,39.0,29.0,30.0,39.0,25.0,37.0,35.0,52.0,49.0,54.0,45.0,42.0,53.0,42.0,47.0,44.0
36,0,53.0,49.0,43.0,52.0,58.0,42.0,59.0,47.0,62.0,42.0,40.0,47.0,37.0,67.0,30.0,46.0,45.0,52.0
37,0,58.0,52.0,38.0,67.0,48.0,56.0,47.0,45.0,55.0,54.0,45.0,62.0,55.0,58.0,60.0,45.0,54.0,52.0
38,0,50.0,55.0,37.0,28.0,66.0,34.0,55.0,59.0,52.0,52.0,46.0,51.0,60.0,53.0,47.0,60.0,50.0,65.0
39,0,52.0,49.0,54.0,45.0,42.0,53.0,42.0,47.0,44.0,54.0,42.0,51.0,47.0,52.0,32.0,44.0,58.0,37.0
40,1,42.0,40.0,47.0,37.0,67.0,30.0,46.0,45.0,52.0,69.0,44.0,58.0,56.0,52.0,61.0,38.0,49.0,65.0
41,1,42.0,40.0,47.0,37.0,67.0,30.0,46.0,45.0,52.0,54.0,42.0,51.0,47.0,52.0,32.0,44.0,58.0,37.0
42,1,42.0,52.0,45.0,42.0,57.0,47.0,51.0,50.0,57.0,38.0,45.0,39.0,29.0,30.0,39.0,25.0,37.0,35.0
43,1,58.0,52.0,38.0,67.0,48.0,56.0,47.0,45.0,55.0,52.0,42.0,40.0,47.0,53.0,50.0,42.0,51.0,52.0
44,1,50.0,55.0,37.0,28.0,66.0,34.0,55.0,59.0,52.0,53.0,49.0,43.0,52.0,58.0,42.0,59.0,47.0,62.0
45,1,52.0,49.0,54.0,45.0,42.0,53.0,42.0,47.0,44.0,54.0,45.0,62.0,55.0,58.0,60.0,45.0,54.0,52.0
46,1,60.0,47.0,53.0,48.0,50.0,48.0,42.0,48.0,49.0,52.0,46.0,51.0,60.0,53.0,47.0,60.0,50.0,65.0
47,0,54.0,45.0,62.0,55.0,58.0,60.0,45.0,54.0,52.0,42.0,40.0,47.0,37.0,67.0,30.0,46.0,45.0,52.0
48,1,54.0,42.0,51.0,47.0,52.0,32.0,44.0,58.0,37.0,50.0,55.0,37.0,28.0,66.0,34.0,55.0,59.0,52.0
49,0,53.0,49.0,43.0,52.0,58.0,42.0,59.0,47.0,62.0,58.0,52.0,38.0,67.0,48.0,56.0,47.0,45.0,55.0
50,1,42.0,52.0,45.0,42.0,57.0,47.0,51.0,50.0,57.0,54.0,42.0,51.0,47.0,52.0,32.0,44.0,58.0,37.0
51,1,52.0,49.0,54.0,45.0,42.0,53.0,42.0,47.0,44.0,69.0,44.0,58.0,56.0,52.0,61.0,38.0,49.0,65.0
52,0,60.0,47.0,53.0,48.0,50.0,48.0,42.0,48.0,49.0,54.0,45.0,62.0,55.0,58.0,60.0,45.0,54.0,52.0
53,1,42.0,40.0,47.0,37.0,67.0,30.0,46.0,45.0,52.0,52.0,42.0,40.0,47.0,53.0,50.0,42.0,51.0,52.0
54,1,52.0,46.0,51.0,60.0,53.0,47.0,60.0,50.0,65.0,52.0,49.0,54.0,45.0,42.0,53.0,42.0,47.0,44.0
55,0,54.0,45.0,62.0,55.0,58.0,60.0,45.0,54.0,52.0,42.0,52.0,45.0,42.0,57.0,47.0,51.0,50.0,57.0
56,1,58.0,52.0,38.0,67.0,48.0,56.0,47.0,45.0,55.0,42.0,40.0,47.0,37.0,67.0,30.0,46.0,45.0,52.0
57,1,54.0,42.0,51.0,47.0,52.0,32.0,44.0,58.0,37.0,62.0,45.0,52.0,42.0,50.0,62.0,45.0,52.0,52.0
58,0,38.0,45.0,39.0,29.0,30.0,39.0,25.0,37.0,35.0,60.0,47.0,53.0,48.0,50.0,48.0,42.0,48.0,49.0
59,1,42.0,52.0,45.0,42.0,57.0,47.0,51.0,50.0,57.0,69.0,44.0,58.0,56.0,52.0,61.0,38.0,49.0,65.0
60,1,50.0,55.0,37.0,28.0,66.0,34.0,55.0,59.0,52.0,52.0,42.0,40.0,47.0,53.0,50.0,42.0,51.0,52.0
61,0,52.0,49.0,54.0,45.0,42.0,53.0,42.0,47.0,44.0,52.0,46.0,51.0,60.0,53.0,47.0,60.0,50.0,65.0
62,0,42.0,40.0,47.0,37.0,67.0,30.0,46.0,45.0,52.0,54.0,45.0,62.0,55.0,58.0,60.0,45.0,54.0,52.0
63,1,42.0,52.0,45.0,42.0,57.0,47.0,51.0,50.0,57.0,58.0,52.0,38.0,67.0,48.0,56.0,47.0,45.0,55.0
64,0,50.0,55.0,37.0,28.0,66.0,34.0,55.0,59.0,52.0,54.0,45.0,62.0,55.0,58.0,60.0,45.0,54.0,52.0
65,1,52.0,49.0,54.0,45.0,42.0,53.0,42.0,47.0,44.0,53.0,49.0,43.0,52.0,58.0,42.0,59.0,47.0,62.0
66,1,60.0,47.0,53.0,48.0,50.0,48.0,42.0,48.0,49.0,69.0,44.0,58.0,56.0,52.0,61.0,38.0,49.0,65.0
67,0,38.0,45.0,39.0,29.0,30.0,39.0,25.0,37.0,35.0,52.0,46.0,51.0,60.0,53.0,47.0,60.0,50.0,65.0
68,1,54.0,45.0,62.0,55.0,58.0,60.0,45.0,54.0,52.0,62.0,45.0,52.0,42.0,50.0,62.0,45.0,52.0,52.0
69,0,54.0,42.0,51.0,47.0,52.0,32.0,44.0,58.0,37.0,60.0,47.0,53.0,48.0,50.0,48.0,42.0,48.0,49.0
70,0,42.0,40.0,47.0,37.0,67.0,30.0,46.0,45.0,52.0,50.0,55.0,37.0,28.0,66.0,34.0,55.0,59.0,52.0
71,0,69.0,44.0,58.0,56.0,52.0,61.0,38.0,49.0,65.0,42.0,52.0,45.0,42.0,57.0,47.0,51.0,50.0,57.0
72,1,53.0,49.0,43.0,52.0,58.0,42.0,59.0,47.0,62.0,38.0,45.0,39.0,29.0,30.0,39.0,25.0,37.0,35.0
73,1,52.0,46.0,51.0,60.0,53.0,47.0,53.0,50.0,61.0,69.0,44.0,58.0,56.0,52.0,61.0,38.0,49.0,65.0
74,0,52.0,49.0,54.0,45.0,42.0,53.0,42.0,47.0,44.0,42.0,40.0,47.0,37.0,67.0,30.0,46.0,45.0,52.0
75,0,60.0,47.0,53.0,48.0,50.0,48.0,39.0,48.0,49.0,53.0,49.0,43.0,52.0,58.0,42.0,59.0,47.0,62.0
76,0,50.0,50.0,50.0,50.0,50.0,50.0,45.0,45.0,50.0,50.0,55.0,37.0,42.0,66.0,34.0,49.0,54.0,52.0
77,0,38.0,45.0,49.0,45.0,42.0,53.0,27.0,32.0,35.0,54.0,42.0,51.0,47.0,52.0,32.0,44.0,58.0,37.0
78,1,54.0,45.0,62.0,55.0,58.0,60.0,45.0,54.0,52.0,52.0,46.0,51.0,60.0,53.0,47.0,53.0,50.0,61.0
79,1,58.0,52.0,38.0,30.0,69.0,56.0,36.0,57.0,70.0,50.0,50.0,50.0,50.0,50.0,50.0,45.0,45.0,50.0
80,1,50.0,55.0,37.0,42.0,66.0,34.0,49.0,54.0,52.0,52.0,49.0,54.0,45.0,42.0,53.0,42.0,47.0,44.0
81,0,54.0,42.0,51.0,47.0,52.0,32.0,44.0,58.0,37.0,52.0,46.0,50.0,57.0,55.0,32.0,48.0,45.0,53.0
82,0,52.0,42.0,40.0,47.0,53.0,50.0,42.0,51.0,52.0,62.0,45.0,52.0,42.0,50.0,62.0,45.0,52.0,52.0
83,0,53.0,49.0,43.0,52.0,58.0,42.0,59.0,47.0,62.0,42.0,52.0,45.0,42.0,57.0,47.0,51.0,50.0,57.0
84,1,42.0,52.0,45.0,42.0,57.0,47.0,51.0,50.0,57.0,52.0,49.0,54.0,45.0,42.0,53.0,42.0,47.0,44.0
85,1,60.0,47.0,53.0,48.0,50.0,48.0,39.0,48.0,49.0,58.0,52.0,38.0,30.0,69.0,56.0,36.0,57.0,70.0
86,0,69.0,44.0,58.0,56.0,52.0,61.0,38.0,49.0,65.0,54.0,45.0,62.0,55.0,58.0,60.0,45.0,54.0,52.0
87,1,52.0,46.0,50.0,57.0,55.0,32.0,48.0,45.0,53.0,53.0,49.0,43.0,52.0,58.0,42.0,59.0,47.0,62.0
88,1,58.0,52.0,38.0,30.0,69.0,56.0,36.0,57.0,70.0,38.0,45.0,49.0,45.0,42.0,53.0,27.0,32.0,35.0
89,1,50.0,55.0,37.0,42.0,66.0,34.0,49.0,54.0,52.0,52.0,46.0,50.0,57.0,55.0,32.0,48.0,45.0,53.0
90,0,52.0,49.0,54.0,45.0,42.0,53.0,42.0,47.0,44.0,62.0,45.0,52.0,42.0,50.0,62.0,45.0,52.0,52.0
91,0,54.0,42.0,51.0,47.0,52.0,32.0,44.0,58.0,37.0,69.0,44.0,58.0,56.0,52.0,61.0,38.0,49.0,65.0
92,1,42.0,40.0,47.0,37.0,67.0,30.0,46.0,45.0,52.0,42.0,52.0,45.0,42.0,57.0,47.0,51.0,50.0,57.0
93,0,53.0,49.0,43.0,52.0,58.0,42.0,59.0,47.0,62.0,52.0,46.0,51.0,60.0,53.0,47.0,53.0,50.0,61.0
94,0,50.0,50.0,50.0,50.0,50.0,50.0,45.0,45.0,50.0,52.0,49.0,54.0,45.0,42.0,53.0,42.0,47.0,44.0
95,0,52.0,46.0,50.0,57.0,55.0,32.0,48.0,45.0,53.0,58.0,52.0,38.0,30.0,69.0,56.0,36.0,57.0,70.0
96,1,38.0,45.0,49.0,45.0,42.0,53.0,27.0,32.0,35.0,42.0,40.0,47.0,37.0,67.0,30.0,46.0,45.0,52.0
97,1,54.0,45.0,62.0,55.0,58.0,60.0,45.0,54.0,52.0,38.0,45.0,49.0,45.0,42.0,53.0,27.0,32.0,35.0
98,0,58.0,52.0,38.0,30.0,69.0,56.0,36.0,57.0,70.0,52.0,46.0,51.0,60.0,53.0,47.0,53.0,50.0,61.0
99,1,50.0,55.0,37.0,42.0,66.0,34.0,49.0,54.0,52.0,42.0,52.0,45.0,42.0,57.0,47.0,51.0,50.0,57.0
100,0,52.0,49.0,54.0,45.0,42.0,53.0,42.0,47.0,44.0,60.0,47.0,53.0,48.0,50.0,48.0,39.0,48.0,49.0
101,1,62.0,45.0,52.0,42.0,50.0,62.0,45.0,52.0,52.0,50.0,50.0,50.0,50.0,50.0,50.0,45.0,45.0,50.0
102,1,42.0,40.0,47.0,37.0,67.0,30.0,46.0,45.0,52.0,52.0,46.0,50.0,57.0,55.0,32.0,48.0,45.0,53.0
103,1,52.0,46.0,51.0,60.0,53.0,47.0,53.0,50.0,61.0,42.0,40.0,47.0,37.0,67.0,30.0,46.0,45.0,52.0
104,1,54.0,45.0,62.0,55.0,58.0,60.0,45.0,54.0,52.0,53.0,49.0,43.0,52.0,58.0,42.0,59.0,47.0,62.0
105,1,60.0,47.0,53.0,48.0,50.0,48.0,39.0,48.0,49.0,62.0,45.0,52.0,42.0,50.0,62.0,45.0,52.0,52.0
106,0,54.0,42.0,51.0,47.0,52.0,32.0,44.0,58.0,37.0,52.0,42.0,40.0,47.0,53.0,50.0,42.0,51.0,52.0
107,1,52.0,46.0,50.0,57.0,55.0,32.0,48.0,45.0,53.0,52.0,49.0,54.0,45.0,42.0,53.0,42.0,47.0,44.0
108,0,38.0,45.0,49.0,45.0,42.0,53.0,27.0,32.0,35.0,50.0,55.0,37.0,42.0,66.0,34.0,49.0,54.0,52.0
109,1,42.0,52.0,45.0,42.0,57.0,47.0,51.0,50.0,57.0,60.0,47.0,53.0,48.0,50.0,48.0,39.0,48.0,49.0
110,1,58.0,52.0,38.0,30.0,69.0,56.0,36.0,57.0,70.0,54.0,42.0,51.0,47.0,52.0,32.0,44.0,58.0,37.0
111,1,50.0,55.0,37.0,42.0,66.0,34.0,49.0,54.0,52.0,69.0,44.0,58.0,56.0,52.0,61.0,38.0,49.0,65.0
112,1,52.0,49.0,54.0,45.0,42.0,53.0,42.0,47.0,44.0,38.0,45.0,49.0,45.0,42.0,53.0,27.0,32.0,35.0
113,1,50.0,50.0,50.0,50.0,50.0,50.0,45.0,45.0,50.0,52.0,46.0,50.0,57.0,55.0,32.0,48.0,45.0,53.0
114,0,62.0,45.0,52.0,42.0,50.0,62.0,45.0,52.0,52.0,52.0,46.0,51.0,60.0,53.0,47.0,53.0,50.0,61.0
115,1,42.0,40.0,47.0,37.0,67.0,30.0,46.0,45.0,52.0,53.0,49.0,43.0,52.0,58.0,42.0,59.0,47.0,62.0
116,1,52.0,42.0,40.0,47.0,53.0,50.0,42.0,51.0,52.0,54.0,45.0,62.0,55.0,58.0,60.0,45.0,54.0,52.0
117,1,52.0,46.0,51.0,60.0,53.0,47.0,60.0,50.0,65.0,60.0,47.0,53.0,48.0,50.0,48.0,42.0,48.0,49.0
118,0,54.0,45.0,62.0,55.0,58.0,60.0,45.0,54.0,52.0,50.0,55.0,37.0,28.0,66.0,34.0,55.0,59.0,52.0
119,0,52.0,42.0,40.0,47.0,53.0,50.0,42.0,51.0,52.0,42.0,40.0,47.0,37.0,67.0,30.0,46.0,45.0,52.0
120,0,53.0,49.0,43.0,52.0,58.0,42.0,59.0,47.0,62.0,52.0,49.0,54.0,45.0,42.0,53.0,42.0,47.0,44.0
121,1,60.0,47.0,53.0,48.0,50.0,48.0,39.0,48.0,49.0,50.0,50.0,50.0,50.0,50.0,50.0,45.0,45.0,50.0
122,0,52.0,46.0,51.0,60.0,53.0,47.0,53.0,50.0,61.0,50.0,55.0,37.0,42.0,66.0,34.0,49.0,54.0,52.0
123,0,54.0,42.0,51.0,47.0,52.0,32.0,44.0,58.0,37.0,52.0,49.0,54.0,45.0,42.0,53.0,42.0,47.0,44.0
124,1,54.0,45.0,62.0,55.0,58.0,60.0,45.0,54.0,52.0,58.0,52.0,38.0,30.0,69.0,56.0,36.0,57.0,70.0
125,0,52.0,46.0,50.0,57.0,55.0,32.0,48.0,45.0,53.0,42.0,52.0,45.0,42.0,57.0,47.0,51.0,50.0,57.0
126,0,53.0,49.0,43.0,52.0,58.0,42.0,59.0,47.0,62.0,52.0,42.0,40.0,47.0,53.0,50.0,42.0,51.0,52.0
127,1,50.0,55.0,37.0,28.0,66.0,34.0,55.0,59.0,52.0,54.0,42.0,51.0,47.0,52.0,32.0,44.0,58.0,37.0
128,1,52.0,49.0,54.0,45.0,42.0,53.0,42.0,47.0,44.0,52.0,42.0,40.0,47.0,53.0,50.0,42.0,51.0,52.0
129,1,62.0,45.0,52.0,42.0,50.0,62.0,45.0,52.0,52.0,69.0,44.0,58.0,56.0,52.0,61.0,38.0,49.0,65.0
130,1,52.0,46.0,51.0,60.0,53.0,47.0,60.0,50.0,65.0,38.0,45.0,39.0,29.0,30.0,39.0,25.0,37.0,35.0
131,1,58.0,52.0,38.0,67.0,48.0,56.0,47.0,45.0,55.0,50.0,55.0,37.0,28.0,66.0,34.0,55.0,59.0,52.0
132,0,42.0,40.0,47.0,37.0,67.0,30.0,46.0,45.0,52.0,52.0,49.0,54.0,45.0,42.0,53.0,42.0,47.0,44.0
133,1,52.0,42.0,40.0,47.0,53.0,50.0,42.0,51.0,52.0,42.0,52.0,45.0,42.0,57.0,47.0,51.0,50.0,57.0
134,0,69.0,44.0,58.0,56.0,52.0,61.0,38.0,49.0,65.0,60.0,47.0,53.0,48.0,50.0,48.0,42.0,48.0,49.0
135,1,53.0,49.0,43.0,52.0,58.0,42.0,59.0,47.0,62.0,62.0,45.0,52.0,42.0,50.0,62.0,45.0,52.0,52.0
136,0,50.0,55.0,37.0,28.0,66.0,34.0,55.0,59.0,52.0,42.0,40.0,47.0,37.0,67.0,30.0,46.0,45.0,52.0
137,1,60.0,47.0,53.0,48.0,50.0,48.0,42.0,48.0,49.0,52.0,42.0,40.0,47.0,53.0,50.0,42.0,51.0,52.0
138,1,38.0,45.0,39.0,29.0,30.0,39.0,25.0,37.0,35.0,69.0,44.0,58.0,56.0,52.0,61.0,38.0,49.0,65.0
139,0,54.0,45.0,62.0,55.0,58.0,60.0,45.0,54.0,52.0,52.0,49.0,54.0,45.0,42.0,53.0,42.0,47.0,44.0
140,0,54.0,42.0,51.0,47.0,52.0,32.0,44.0,58.0,37.0,38.0,45.0,39.0,29.0,30.0,39.0,25.0,37.0,35.0
141,0,42.0,40.0,47.0,37.0,67.0,30.0,46.0,45.0,52.0,62.0,45.0,52.0,42.0,50.0,62.0,45.0,52.0,52.0
142,1,53.0,49.0,43.0,52.0,58.0,42.0,59.0,47.0,62.0,60.0,47.0,53.0,48.0,50.0,48.0,42.0,48.0,49.0
143,1,42.0,52.0,45.0,42.0,57.0,47.0,51.0,50.0,57.0,42.0,40.0,47.0,37.0,67.0,30.0,46.0,45.0,52.0
144,1,52.0,46.0,51.0,60.0,53.0,47.0,60.0,50.0,65.0,53.0,49.0,43.0,52.0,58.0,42.0,59.0,47.0,62.0
145,0,52.0,49.0,54.0,45.0,42.0,53.0,42.0,47.0,44.0,50.0,55.0,37.0,28.0,66.0,34.0,55.0,59.0,52.0
146,1,60.0,47.0,53.0,48.0,50.0,48.0,42.0,48.0,49.0,54.0,42.0,51.0,47.0,52.0,32.0,44.0,58.0,37.0
147,0,38.0,45.0,39.0,29.0,30.0,39.0,25.0,37.0,35.0,54.0,45.0,62.0,55.0,58.0,60.0,45.0,54.0,52.0
148,0,54.0,42.0,51.0,47.0,52.0,32.0,44.0,58.0,37.0,52.0,46.0,51.0,60.0,53.0,47.0,60.0,50.0,65.0
149,1,52.0,42.0,40.0,47.0,53.0,50.0,42.0,51.0,52.0,38.0,45.0,39.0,29.0,30.0,39.0,25.0,37.0,35.0
150,1,42.0,40.0,47.0,37.0,67.0,30.0,46.0,45.0,52.0,54.0,45.0,62.0,55.0,58.0,60.0,45.0,54.0,52.0
151,1,52.0,49.0,54.0,45.0,42.0,53.0,42.0,47.0,44.0,52.0,42.0,40.0,47.0,53.0,50.0,42.0,51.0,52.0
152,1,54.0,42.0,51.0,47.0,52.0,32.0,44.0,58.0,37.0,62.0,45.0,52.0,42.0,50.0,62.0,45.0,52.0,52.0
153,1,52.0,46.0,51.0,60.0,53.0,47.0,53.0,50.0,61.0,38.0,45.0,49.0,45.0,42.0,53.0,27.0,32.0,35.0
154,1,60.0,47.0,53.0,48.0,50.0,48.0,39.0,48.0,49.0,50.0,50.0,50.0,50.0,50.0,50.0,45.0,45.0,50.0
155,1,50.0,55.0,37.0,42.0,66.0,34.0,49.0,54.0,52.0,42.0,52.0,45.0,42.0,57.0,47.0,51.0,50.0,57.0
156,1,58.0,52.0,38.0,30.0,69.0,56.0,36.0,57.0,70.0,54.0,45.0,62.0,55.0,58.0,60.0,45.0,54.0,52.0
157,1,52.0,49.0,54.0,45.0,42.0,53.0,42.0,47.0,44.0,62.0,45.0,52.0,42.0,50.0,62.0,45.0,52.0,52.0
158,1,60.0,47.0,53.0,48.0,50.0,48.0,39.0,48.0,49.0,54.0,42.0,51.0,47.0,52.0,32.0,44.0,58.0,37.0
159,1,42.0,52.0,45.0,42.0,57.0,47.0,51.0,50.0,57.0,52.0,49.0,54.0,45.0,42.0,53.0,42.0,47.0,44.0
160,0,54.0,45.0,62.0,55.0,58.0,60.0,45.0,54.0,52.0,52.0,46.0,50.0,57.0,55.0,32.0,48.0,45.0,53.0
161,0,54.0,42.0,51.0,47.0,52.0,32.0,44.0,58.0,37.0,52.0,46.0,51.0,60.0,53.0,47.0,53.0,50.0,61.0
162,0,50.0,50.0,50.0,50.0,50.0,50.0,45.0,45.0,50.0,50.0,55.0,37.0,42.0,66.0,34.0,49.0,54.0,52.0
163,1,42.0,40.0,47.0,37.0,67.0,30.0,46.0,45.0,52.0,60.0,47.0,53.0,48.0,50.0,48.0,39.0,48.0,49.0
164,0,38.0,45.0,49.0,45.0,42.0,53.0,27.0,32.0,35.0,58.0,52.0,38.0,30.0,69.0,56.0,36.0,57.0,70.0
165,1,52.0,46.0,51.0,60.0,53.0,47.0,53.0,50.0,61.0,42.0,52.0,45.0,42.0,57.0,47.0,51.0,50.0,57.0
166,0,58.0,52.0,38.0,30.0,69.0,56.0,36.0,57.0,70.0,50.0,50.0,50.0,50.0,50.0,50.0,45.0,45.0,50.0
167,0,52.0,42.0,40.0,47.0,53.0,50.0,42.0,51.0,52.0,54.0,42.0,51.0,47.0,52.0,32.0,44.0,58.0,37.0
168,0,60.0,47.0,53.0,48.0,50.0,48.0,39.0,48.0,49.0,54.0,45.0,62.0,55.0,58.0,60.0,45.0,54.0,52.0
169,0,52.0,46.0,50.0,57.0,55.0,32.0,48.0,45.0,53.0,62.0,45.0,52.0,42.0,50.0,62.0,45.0,52.0,52.0
170,1,54.0,45.0,62.0,55.0,58.0,60.0,45.0,54.0,52.0,52.0,42.0,40.0,47.0,53.0,50.0,42.0,51.0,52.0
171,1,52.0,49.0,54.0,45.0,42.0,53.0,42.0,47.0,44.0,58.0,52.0,38.0,30.0,69.0,56.0,36.0,57.0,70.0
172,0,62.0,45.0,52.0,42.0,50.0,62.0,45.0,52.0,52.0,50.0,55.0,37.0,42.0,66.0,34.0,49.0,54.0,52.0
173,0,38.0,45.0,49.0,45.0,42.0,53.0,27.0,32.0,35.0,60.0,47.0,53.0,48.0,50.0,48.0,39.0,48.0,49.0
174,1,52.0,46.0,51.0,60.0,53.0,47.0,53.0,50.0,61.0,50.0,50.0,50.0,50.0,50.0,50.0,45.0,45.0,50.0
175,0,58.0,52.0,38.0,30.0,69.0,56.0,36.0,57.0,70.0,62.0,45.0,52.0,42.0,50.0,62.0,45.0,52.0,52.0
176,1,52.0,42.0,40.0,47.0,53.0,50.0,42.0,51.0,52.0,38.0,45.0,49.0,45.0,42.0,53.0,27.0,32.0,35.0
177,0,52.0,46.0,50.0,57.0,55.0,32.0,48.0,45.0,53.0,42.0,52.0,45.0,42.0,57.0,47.0,51.0,50.0,57.0
178,1,42.0,52.0,45.0,42.0,57.0,47.0,51.0,50.0,57.0,58.0,52.0,38.0,30.0,69.0,56.0,36.0,57.0,70.0
179,1,54.0,45.0,62.0,55.0,58.0,60.0,45.0,54.0,52.0,52.0,46.0,51.0,60.0,53.0,47.0,53.0,50.0,61.0
180,0,50.0,55.0,37.0,42.0,66.0,34.0,49.0,54.0,52.0,60.0,47.0,53.0,48.0,50.0,48.0,39.0,48.0,49.0
